model name,checkpoint,grammatical phenomenon,dataset language,accuracy,perplexity good,perplexity bad,dataset path,timestamp
reverse_partial,checkpoint-3000,determiner_noun_agreement_2,reverse_partial,0.922,332.7860408803251,559.7396358354321,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_2_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:47:30.031548
reverse_full,checkpoint-3000,determiner_noun_agreement_2,reverse_full,0.983,792.69797052762,1531.6838755167987,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_2_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:47:42.238576
english,checkpoint-3000,determiner_noun_agreement_irregular_1,english,0.9260312944523471,561.7489591827107,1145.1089214749022,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered.jsonl,2026-01-01T23:47:55.147652
shuffle_nondeterministic,checkpoint-3000,determiner_noun_agreement_irregular_1,shuffle_nondeterministic,0.5988620199146515,3483.0763360250394,3699.6337313229437,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:48:05.583771
shuffle_deterministic21,checkpoint-3000,determiner_noun_agreement_irregular_1,shuffle_deterministic21,0.6671408250355618,1491.3917262437776,1751.812492171375,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:48:15.961686
shuffle_local3,checkpoint-3000,determiner_noun_agreement_irregular_1,shuffle_local3,0.883357041251778,586.945646385451,1035.8582907407324,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:48:25.667236
shuffle_local5,checkpoint-3000,determiner_noun_agreement_irregular_1,shuffle_local5,0.8193456614509246,599.391684007856,859.2100163807688,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:48:35.278218
shuffle_local10,checkpoint-3000,determiner_noun_agreement_irregular_1,shuffle_local10,0.7098150782361309,1148.9526138457268,1400.6060459533117,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-01T23:48:44.816516
shuffle_even_odd,checkpoint-3000,determiner_noun_agreement_irregular_1,shuffle_even_odd,0.802275960170697,829.0709489144635,1230.4747382010253,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-01T23:48:54.462965
reverse_partial,checkpoint-3000,determiner_noun_agreement_irregular_1,reverse_partial,0.8677098150782361,284.76098644433654,445.23217343067415,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:49:04.881131
reverse_full,checkpoint-3000,determiner_noun_agreement_irregular_1,reverse_full,0.957325746799431,722.1025055232508,1265.4901909396508,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_1_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:49:14.863662
english,checkpoint-3000,determiner_noun_agreement_irregular_2,english,0.889,511.43855638624717,1088.3657542598376,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered.jsonl,2026-01-01T23:49:29.080082
shuffle_nondeterministic,checkpoint-3000,determiner_noun_agreement_irregular_2,shuffle_nondeterministic,0.568,3097.556043080718,3423.7992518563387,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:49:40.470149
shuffle_deterministic21,checkpoint-3000,determiner_noun_agreement_irregular_2,shuffle_deterministic21,0.642,1373.9640524274373,1702.2047146180141,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:49:52.347194
shuffle_local3,checkpoint-3000,determiner_noun_agreement_irregular_2,shuffle_local3,0.879,582.117956147061,1048.882677066174,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:50:04.383896
shuffle_local5,checkpoint-3000,determiner_noun_agreement_irregular_2,shuffle_local5,0.788,571.1322489636784,826.1031290552894,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:50:16.831031
shuffle_local10,checkpoint-3000,determiner_noun_agreement_irregular_2,shuffle_local10,0.678,1133.5240856254948,1391.8302534165498,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-01T23:50:28.508870
shuffle_even_odd,checkpoint-3000,determiner_noun_agreement_irregular_2,shuffle_even_odd,0.772,871.8499056736091,1342.0596390330218,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-01T23:50:40.413885
reverse_partial,checkpoint-3000,determiner_noun_agreement_irregular_2,reverse_partial,0.859,279.2649456686279,446.90632706732345,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:50:52.711103
reverse_full,checkpoint-3000,determiner_noun_agreement_irregular_2,reverse_full,0.936,660.240475263381,1221.632417439491,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_irregular_2_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:51:05.482415
english,checkpoint-3000,determiner_noun_agreement_with_adj_2,english,0.924,959.9603485038608,1640.0720234091282,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered.jsonl,2026-01-01T23:51:20.825745
shuffle_nondeterministic,checkpoint-3000,determiner_noun_agreement_with_adj_2,shuffle_nondeterministic,0.533,4341.539220737007,4642.673172409991,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:51:33.542689
shuffle_deterministic21,checkpoint-3000,determiner_noun_agreement_with_adj_2,shuffle_deterministic21,0.549,2065.4700810443624,2341.4350700264117,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:51:45.850672
shuffle_local3,checkpoint-3000,determiner_noun_agreement_with_adj_2,shuffle_local3,0.875,1066.7262261805583,1600.3569870929655,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:51:58.454234
shuffle_local5,checkpoint-3000,determiner_noun_agreement_with_adj_2,shuffle_local5,0.763,1064.3839448897818,1365.4346532108532,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:52:10.928877
shuffle_local10,checkpoint-3000,determiner_noun_agreement_with_adj_2,shuffle_local10,0.64,1596.9686405559448,1888.257878237,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-01T23:52:23.779700
shuffle_even_odd,checkpoint-3000,determiner_noun_agreement_with_adj_2,shuffle_even_odd,0.809,1482.1619927678978,2229.2548167290433,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-01T23:52:36.451355
reverse_partial,checkpoint-3000,determiner_noun_agreement_with_adj_2,reverse_partial,0.811,528.4361609109848,714.6266012340894,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:52:49.533441
reverse_full,checkpoint-3000,determiner_noun_agreement_with_adj_2,reverse_full,0.948,1180.581624922061,1912.8377626582937,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_2_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:53:02.517135
english,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,english,0.8545232273838631,785.2858269551762,1246.7659542449223,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered.jsonl,2026-01-01T23:53:17.279901
shuffle_nondeterministic,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,shuffle_nondeterministic,0.6650366748166259,3717.523347751887,4012.678076276853,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:53:28.972068
shuffle_deterministic21,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,shuffle_deterministic21,0.6943765281173594,1671.7688242658046,1907.6412171059155,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:53:40.059699
shuffle_local3,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,shuffle_local3,0.8105134474327629,815.7283440766533,1166.4898483037723,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:53:51.415818
shuffle_local5,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,shuffle_local5,0.7811735941320294,819.4359099292343,1035.18333195333,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:54:03.014830
shuffle_local10,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,shuffle_local10,0.7481662591687042,1202.5148087562309,1430.6557376498413,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-01T23:54:14.459640
shuffle_even_odd,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,shuffle_even_odd,0.8056234718826406,1195.9714320730636,1740.0050568637275,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-01T23:54:25.902388
reverse_partial,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,reverse_partial,0.7970660146699267,446.1854209562123,601.9761087878748,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:54:37.578607
reverse_full,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_1,reverse_full,0.9327628361858191,942.9388629927903,1503.7167043363004,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_1_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:54:49.789636
english,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,english,0.876,850.931382222821,1391.7679992595872,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered.jsonl,2026-01-01T23:55:05.316671
shuffle_nondeterministic,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,shuffle_nondeterministic,0.59,4135.286119044234,4516.639031205488,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:55:18.032987
shuffle_deterministic21,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,shuffle_deterministic21,0.581,2002.272540381759,2321.610853324971,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:55:30.135251
shuffle_local3,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,shuffle_local3,0.842,927.5884414275719,1349.9421138723783,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:55:43.024111
shuffle_local5,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,shuffle_local5,0.733,962.291247208935,1206.864785884161,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:55:56.392009
shuffle_local10,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,shuffle_local10,0.653,1402.304927824626,1674.4048024552833,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-01T23:56:09.268535
shuffle_even_odd,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,shuffle_even_odd,0.77,1340.6720902184527,1981.3130515545147,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-01T23:56:22.226153
reverse_partial,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,reverse_partial,0.793,469.90812550888535,631.05448238016,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:56:36.295547
reverse_full,checkpoint-3000,determiner_noun_agreement_with_adj_irregular_2,reverse_full,0.894,1056.1696019216693,1640.0782818409082,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adj_irregular_2_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:56:49.370549
english,checkpoint-3000,determiner_noun_agreement_with_adjective_1,english,0.9398249452954048,1054.16378703883,1833.667005926346,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered.jsonl,2026-01-01T23:57:04.105182
shuffle_nondeterministic,checkpoint-3000,determiner_noun_agreement_with_adjective_1,shuffle_nondeterministic,0.6553610503282276,4367.537563088047,4716.7208562987025,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:57:16.128015
shuffle_deterministic21,checkpoint-3000,determiner_noun_agreement_with_adjective_1,shuffle_deterministic21,0.6958424507658644,2080.2418072572696,2361.3376072705664,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:57:28.079746
shuffle_local3,checkpoint-3000,determiner_noun_agreement_with_adjective_1,shuffle_local3,0.9037199124726477,1115.1461717869106,1711.5229439783782,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:57:39.954790
shuffle_local5,checkpoint-3000,determiner_noun_agreement_with_adjective_1,shuffle_local5,0.8183807439824945,1079.2247664119586,1403.1396197248953,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:57:51.289132
shuffle_local10,checkpoint-3000,determiner_noun_agreement_with_adjective_1,shuffle_local10,0.7603938730853391,1518.1268827975096,1810.8274929581903,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-01T23:58:03.201439
shuffle_even_odd,checkpoint-3000,determiner_noun_agreement_with_adjective_1,shuffle_even_odd,0.8687089715536105,1451.4816351818508,2213.4556019584384,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-01T23:58:14.945030
reverse_partial,checkpoint-3000,determiner_noun_agreement_with_adjective_1,reverse_partial,0.8665207877461707,543.7450973192339,753.8252322806118,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%reverse_partial.jsonl,2026-01-01T23:58:27.148108
reverse_full,checkpoint-3000,determiner_noun_agreement_with_adjective_1,reverse_full,0.9431072210065645,1232.558842800288,2029.395911353389,data_generation/outputs/impossible_blimp/v3/determiner_noun_agreement_with_adjective_1_20260101_170829%filtered%reverse_full.jsonl,2026-01-01T23:58:39.962195
english,checkpoint-3000,distractor_agreement_relational_noun,english,0.6713819368879217,815.8274127557016,884.8961664949938,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered.jsonl,2026-01-01T23:58:56.584020
shuffle_nondeterministic,checkpoint-3000,distractor_agreement_relational_noun,shuffle_nondeterministic,0.4613710554951034,2662.197227102287,2644.656646609367,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-01T23:59:10.534300
shuffle_deterministic21,checkpoint-3000,distractor_agreement_relational_noun,shuffle_deterministic21,0.5016322089227421,1686.7274891197947,1685.89712218111,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-01T23:59:24.490256
shuffle_local3,checkpoint-3000,distractor_agreement_relational_noun,shuffle_local3,0.4548422198041349,1074.8050474360289,1054.300660349772,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-01T23:59:38.334309
shuffle_local5,checkpoint-3000,distractor_agreement_relational_noun,shuffle_local5,0.47551686615886835,1173.5421750508408,1163.3670688401708,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-01T23:59:52.197410
shuffle_local10,checkpoint-3000,distractor_agreement_relational_noun,shuffle_local10,0.49183895538628947,1279.6256565255164,1270.9157230680753,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:00:06.475334
shuffle_even_odd,checkpoint-3000,distractor_agreement_relational_noun,shuffle_even_odd,0.4766050054406964,1273.8897101868383,1256.9918240886082,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:00:20.316625
reverse_partial,checkpoint-3000,distractor_agreement_relational_noun,reverse_partial,0.470076169749728,504.6620653257128,495.4965651170133,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:00:34.610714
reverse_full,checkpoint-3000,distractor_agreement_relational_noun,reverse_full,0.73449401523395,671.6642575960047,753.6215133191026,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relational_noun_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:00:48.890453
english,checkpoint-3000,distractor_agreement_relative_clause,english,0.4597315436241611,1040.1921849460593,1008.2744356777399,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered.jsonl,2026-01-02T00:01:06.037044
shuffle_nondeterministic,checkpoint-3000,distractor_agreement_relative_clause,shuffle_nondeterministic,0.5525727069351231,3484.9804532443804,3574.9035793316666,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:01:20.949513
shuffle_deterministic21,checkpoint-3000,distractor_agreement_relative_clause,shuffle_deterministic21,0.5525727069351231,2451.3599907106986,2515.5643190907385,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:01:35.510157
shuffle_local3,checkpoint-3000,distractor_agreement_relative_clause,shuffle_local3,0.5,1384.124572198092,1368.8734594267817,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:01:50.377829
shuffle_local5,checkpoint-3000,distractor_agreement_relative_clause,shuffle_local5,0.4720357941834452,1399.0948354691077,1388.4103932990392,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:02:05.004154
shuffle_local10,checkpoint-3000,distractor_agreement_relative_clause,shuffle_local10,0.4574944071588367,1615.007828596037,1600.226230178121,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:02:19.627142
shuffle_even_odd,checkpoint-3000,distractor_agreement_relative_clause,shuffle_even_odd,0.39485458612975394,1791.3452021877492,1667.505548077562,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:02:34.256841
reverse_partial,checkpoint-3000,distractor_agreement_relative_clause,reverse_partial,0.40268456375838924,659.6897882283002,631.6555644204585,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:02:49.251185
reverse_full,checkpoint-3000,distractor_agreement_relative_clause,reverse_full,0.4317673378076063,1217.7708567079944,1181.1659781807787,data_generation/outputs/impossible_blimp/v3/distractor_agreement_relative_clause_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:03:04.277259
english,checkpoint-3000,drop_argument,english,0.7766990291262136,565.2901746217046,1083.0272097019586,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered.jsonl,2026-01-02T00:03:15.342554
shuffle_nondeterministic,checkpoint-3000,drop_argument,shuffle_nondeterministic,0.5266990291262136,3200.450606761342,3404.9699748707494,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:03:23.807264
shuffle_deterministic21,checkpoint-3000,drop_argument,shuffle_deterministic21,0.5800970873786407,1552.9467399567852,1840.1302616235446,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:03:31.794472
shuffle_local3,checkpoint-3000,drop_argument,shuffle_local3,0.6456310679611651,1028.4136025423747,1354.4809304707646,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:03:39.537487
shuffle_local5,checkpoint-3000,drop_argument,shuffle_local5,0.587378640776699,804.6493382920946,981.4060556470034,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:03:47.190057
shuffle_local10,checkpoint-3000,drop_argument,shuffle_local10,0.6456310679611651,1187.058447961614,1491.0599140864385,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:03:54.833942
shuffle_even_odd,checkpoint-3000,drop_argument,shuffle_even_odd,0.6844660194174758,1145.5379738003749,1615.4223778662767,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:04:02.512557
reverse_partial,checkpoint-3000,drop_argument,reverse_partial,0.6529126213592233,249.93298555292515,320.6851785671561,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:04:10.393311
reverse_full,checkpoint-3000,drop_argument,reverse_full,0.6771844660194175,944.2908179993522,1283.1844819246255,data_generation/outputs/impossible_blimp/v3/drop_argument_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:04:18.280886
english,checkpoint-3000,ellipsis_n_bar_1,english,0.641,770.6322319773896,839.9875704457822,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered.jsonl,2026-01-02T00:04:37.816399
shuffle_nondeterministic,checkpoint-3000,ellipsis_n_bar_1,shuffle_nondeterministic,0.475,3520.7853678817564,3425.8312250765402,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:04:55.668175
shuffle_deterministic21,checkpoint-3000,ellipsis_n_bar_1,shuffle_deterministic21,0.453,2948.2029929362825,2769.3911785511455,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:05:13.824192
shuffle_local3,checkpoint-3000,ellipsis_n_bar_1,shuffle_local3,0.6,1088.5541026877213,1187.775098115416,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:05:32.199388
shuffle_local5,checkpoint-3000,ellipsis_n_bar_1,shuffle_local5,0.524,1094.9324010936677,1112.9332620188625,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:05:49.993855
shuffle_local10,checkpoint-3000,ellipsis_n_bar_1,shuffle_local10,0.49,1675.190682113917,1671.8141047718843,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:06:08.085974
shuffle_even_odd,checkpoint-3000,ellipsis_n_bar_1,shuffle_even_odd,0.462,1467.4891306818743,1423.3288907938133,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:06:25.791035
reverse_partial,checkpoint-3000,ellipsis_n_bar_1,reverse_partial,0.602,691.3518060555115,733.4490603523657,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:06:44.174649
reverse_full,checkpoint-3000,ellipsis_n_bar_1,reverse_full,0.501,1029.3302838760721,1018.6838085108433,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_1_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:07:02.509697
english,checkpoint-3000,ellipsis_n_bar_2,english,0.7622259696458684,863.3356987432716,1113.1748263900124,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered.jsonl,2026-01-02T00:07:19.453862
shuffle_nondeterministic,checkpoint-3000,ellipsis_n_bar_2,shuffle_nondeterministic,0.6222596964586846,3690.212788479635,4013.7250409039266,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:07:32.863205
shuffle_deterministic21,checkpoint-3000,ellipsis_n_bar_2,shuffle_deterministic21,0.6340640809443507,2775.302861553566,3123.0210388271094,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:07:47.141025
shuffle_local3,checkpoint-3000,ellipsis_n_bar_2,shuffle_local3,0.6610455311973018,1152.1652332544938,1389.4527499993653,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:08:00.423741
shuffle_local5,checkpoint-3000,ellipsis_n_bar_2,shuffle_local5,0.6677908937605397,1111.298722939281,1350.7417516192838,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:08:13.643307
shuffle_local10,checkpoint-3000,ellipsis_n_bar_2,shuffle_local10,0.6458684654300169,1775.2523815553238,2014.6771014936487,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:08:26.807945
shuffle_even_odd,checkpoint-3000,ellipsis_n_bar_2,shuffle_even_odd,0.6458684654300169,1506.7855842927565,1768.524578517104,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:08:39.986099
